Destination,Package_Title,Image_URL,Trip_Description,Itinerary_Plan,Highlights,Package_Price,User_Rating
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",27087,4.8
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",50497,4.2
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",55028,3.4
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",23893,4.3
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",55153,3.3
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",50940,3.4
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",25505,3.7
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",23451,3.4
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",17322,3.4
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",21616,4.5
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",27801,3.2
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",25685,3.5
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",15088,3.1
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",39166,3.1
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",20620,3.9
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",37389,4.5
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",61128,4.0
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",49655,3.2
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",34943,4.9
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",27013,3.7
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",27251,3.1
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",23332,4.8
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",11418,4.5
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",42085,4.9
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",9358,3.1
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",28277,4.2
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",14189,3.0
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",27804,3.6
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",18595,3.6
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",32429,4.0
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",24990,4.7
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",34021,3.4
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",28231,3.2
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",12261,4.1
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",28496,4.1
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",20217,4.8
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",27418,4.9
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",41999,3.2
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",43698,3.8
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",14042,4.6
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",23073,4.1
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",40616,3.4
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",42015,4.0
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",42061,3.2
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",10865,4.2
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",52570,3.1
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",22059,3.5
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",19265,4.4
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",47190,3.0
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",13711,4.0
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",24218,3.4
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",60191,4.9
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",49331,3.7
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",54260,4.3
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",13374,4.6
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",12495,4.1
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",16414,4.1
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",81003,3.8
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",30173,4.3
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",9739,3.9
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",71554,4.4
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",76983,3.9
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",40659,4.0
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",8725,4.8
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",50300,3.4
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",71427,4.7
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",48508,4.6
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",78367,3.5
Kerala,Nature Trip to Kerala,https://images.unsplash.com/photo-1560347876-aeef00ee58a1,"Houseboats, backwaters, and spice plantations in God’s Own Country.",Day 1: Arrival | Day 2: Alleppey Backwaters | Day 3: Munnar Hills | Day 4: Departure,"Backwaters, Houseboat, Tea Gardens",55043,4.9
Ladakh,Adventure Trip to Ladakh,https://images.unsplash.com/photo-1518684079-3c830dcef090,A high-altitude desert with stunning monasteries and scenic roads.,Day 1: Arrival | Day 2: Nubra Valley | Day 3: Pangong Lake | Day 4: Leh Sightseeing,"Pangong Lake, Monasteries, Biking",20390,4.1
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",13087,3.5
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",30548,3.2
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",27898,4.5
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",88295,4.1
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",31807,3.1
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",35883,3.6
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",33132,4.3
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",27028,4.0
Andaman,Beach Trip to Andaman,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,Tropical paradise with turquoise waters and coral reefs.,Day 1: Port Blair | Day 2: Havelock Island | Day 3: Radhanagar Beach | Day 4: Return,"Scuba Diving, Coral Reefs, Beaches",49465,4.7
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",25711,3.3
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",49508,3.6
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",22209,3.4
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",58500,3.0
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",68190,4.1
Varanasi,Spiritual Trip to Varanasi,https://images.unsplash.com/photo-1608222351217-173d809be8c2,The spiritual heart of India on the banks of the Ganges.,Day 1: Evening Aarti | Day 2: Temple Visit | Day 3: Boat Ride | Day 4: Local Walks,"Ganga Aarti, Temples, Spiritual Walks",20603,4.9
Udaipur,Cultural Trip to Udaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,City of Lakes known for royal architecture and scenic beauty.,Day 1: City Palace | Day 2: Lake Pichola | Day 3: Jag Mandir | Day 4: Shopping,"Lakes, Palaces, Cultural Heritage",26692,4.7
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",17387,4.0
Jaipur,Cultural Trip to Jaipur,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33,"Explore palaces, forts, and vibrant bazaars in the Pink City.",Day 1: City Palace & Jantar Mantar | Day 2: Amer Fort | Day 3: Shopping | Day 4: Local Cuisine,"Forts, Heritage, Local Food",32003,4.5
Rishikesh,Adventure Trip to Rishikesh,https://images.unsplash.com/photo-1578321272234-3c6bdb8acaae,Yoga capital of the world with adventure and serenity combined.,Day 1: Arrival | Day 2: River Rafting | Day 3: Laxman Jhula | Day 4: Meditation,"River Rafting, Yoga, Ganga Aarti",23541,4.5
Shimla,Hill Trip to Shimla,https://images.unsplash.com/photo-1610986604229-1a0f8d6e9c8b,Charming colonial hill station with scenic mountain views.,Day 1: Mall Road | Day 2: Kufri | Day 3: Ridge Walk | Day 4: Departure,"Mall Road, Toy Train, Hill Views",8173,3.8
Manali,Hill Trip to Manali,https://images.unsplash.com/photo-1603782921195-6f3e2d80c66e,"Snow-capped peaks, pine forests, and river valleys await in Manali.",Day 1: Arrival | Day 2: Solang Valley | Day 3: Rohtang Pass | Day 4: Local Markets,"Snow Trek, Solang Valley, Adventure Sports",28662,3.8
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",11553,3.1
Goa,Beach Trip to Goa,https://images.unsplash.com/photo-1507525428034-b723cf961d3e,"Experience golden beaches, nightlife, and coastal culture in Goa.",Day 1: Arrival & Relaxation | Day 2: North Goa Beaches | Day 3: South Goa Sightseeing | Day 4: Leisure & Departure,"Beaches, Water Sports, Fort Aguada, Nightlife",25987,3.5
